F_h,h
0.995237,40923.1
0.995248,40942.1
0.99526,40961.1
0.995271,40980.1
0.995283,40999.1
0.995294,41018.1
0.995306,41037.2
0.995317,41056.2
0.995329,41075.2
0.99534,41094.2
0.995352,41113.2
0.995363,41132.2
0.995374,41151.3
0.995386,41170.3
0.995397,41189.3
0.995408,41208.3
0.99542,41227.3
0.995431,41246.3
0.995442,41265.3
0.995453,41284.4
0.995464,41303.4
0.995475,41322.4
0.995486,41341.4
0.995498,41360.4
0.995509,41379.4
0.99552,41398.5
0.995531,41417.5
0.995542,41436.5
0.995553,41455.5
0.995564,41474.5
0.995574,41493.5
0.995585,41512.6
0.995596,41531.6
0.995607,41550.6
0.995618,41569.6
0.995629,41588.6
0.995639,41607.6
0.99565,41626.6
0.995661,41645.7
0.995672,41664.7
0.995682,41683.7
0.995693,41702.7
0.995704,41721.7
0.995714,41740.7
0.995725,41759.8
0.995735,41778.8
0.995746,41797.8
0.995756,41816.8
0.995767,41835.8
0.995777,41854.8
0.995788,41873.8
0.995798,41892.9
0.995808,41911.9
0.995819,41930.9
0.995829,41949.9
0.99584,41968.9
0.99585,41987.9
0.99586,42007
0.99587,42026
0.995881,42045
0.995891,42064
0.995901,42083
0.995911,42102
0.995921,42121.1
0.995932,42140.1
0.995942,42159.1
0.995952,42178.1
0.995962,42197.1
0.995972,42216.1
0.995982,42235.1
0.995992,42254.2
0.996002,42273.2
0.996012,42292.2
0.996022,42311.2
0.996032,42330.2
0.996041,42349.2
0.996051,42368.3
0.996061,42387.3
0.996071,42406.3
0.996081,42425.3
0.99609,42444.3
0.9961,42463.3
0.99611,42482.3
0.99612,42501.4
0.996129,42520.4
0.996139,42539.4
0.996149,42558.4
0.996158,42577.4
0.996168,42596.4
0.996177,42615.5
0.996187,42634.5
0.996197,42653.5
0.996206,42672.5
0.996215,42691.5
0.996225,42710.5
0.996234,42729.6
0.996244,42748.6
0.996253,42767.6
0.996263,42786.6
0.996272,42805.6
0.996281,42824.6
0.996291,42843.6
0.9963,42862.7
0.996309,42881.7
0.996318,42900.7
0.996328,42919.7
0.996337,42938.7
0.996346,42957.7
0.996355,42976.8
0.996364,42995.8
0.996374,43014.8
0.996383,43033.8
0.996392,43052.8
0.996401,43071.8
0.99641,43090.8
0.996419,43109.9
0.996428,43128.9
0.996437,43147.9
0.996446,43166.9
0.996455,43185.9
0.996464,43204.9
0.996473,43224
0.996482,43243
0.996491,43262
0.996499,43281
0.996508,43300
0.996517,43319
0.996526,43338.1
0.996535,43357.1
0.996543,43376.1
0.996552,43395.1
0.996561,43414.1
0.996569,43433.1
0.996578,43452.1
0.996587,43471.2
0.996595,43490.2
0.996604,43509.2
0.996613,43528.2
0.996621,43547.2
0.99663,43566.2
0.996638,43585.3
0.996647,43604.3
0.996655,43623.3
0.996664,43642.3
0.996672,43661.3
0.996681,43680.3
0.996689,43699.3
0.996697,43718.4
0.996706,43737.4
0.996714,43756.4
0.996723,43775.4
0.996731,43794.4
0.996739,43813.4
0.996747,43832.5
0.996756,43851.5
0.996764,43870.5
0.996772,43889.5
0.99678,43908.5
0.996789,43927.5
0.996797,43946.6
0.996805,43965.6
0.996813,43984.6
0.996821,44003.6
0.996829,44022.6
0.996837,44041.6
0.996845,44060.6
0.996854,44079.7
0.996862,44098.7
0.99687,44117.7
0.996878,44136.7
0.996886,44155.7
0.996893,44174.7
0.996901,44193.8
0.996909,44212.8
0.996917,44231.8
0.996925,44250.8
0.996933,44269.8
0.996941,44288.8
0.996949,44307.8
0.996956,44326.9
0.996964,44345.9
0.996972,44364.9
0.99698,44383.9
0.996988,44402.9
0.996995,44421.9
0.997003,44441
0.997011,44460
0.997018,44479
0.997026,44498
0.997034,44517
0.997041,44536
0.997049,44555.1
0.997056,44574.1
0.997064,44593.1
0.997071,44612.1
0.997079,44631.1
0.997086,44650.1
0.997094,44669.1
0.997101,44688.2
0.997109,44707.2
0.997116,44726.2
0.997124,44745.2
0.997131,44764.2
0.997139,44783.2
0.997146,44802.3
0.997153,44821.3
0.997161,44840.3
0.997168,44859.3
0.997175,44878.3
0.997182,44897.3
0.99719,44916.3
0.997197,44935.4
0.997204,44954.4
0.997211,44973.4
0.997219,44992.4
0.997226,45011.4
0.997233,45030.4
0.99724,45049.5
0.997247,45068.5
0.997254,45087.5
0.997262,45106.5
0.997269,45125.5
0.997276,45144.5
0.997283,45163.6
0.99729,45182.6
0.997297,45201.6
0.997304,45220.6
0.997311,45239.6
0.997318,45258.6
0.997325,45277.6
0.997332,45296.7
0.997339,45315.7
0.997345,45334.7
0.997352,45353.7
0.997359,45372.7
0.997366,45391.7
0.997373,45410.8
0.99738,45429.8
0.997387,45448.8
0.997393,45467.8
0.9974,45486.8
0.997407,45505.8
0.997414,45524.8
0.99742,45543.9
0.997427,45562.9
0.997434,45581.9
0.99744,45600.9
0.997447,45619.9
0.997454,45638.9
0.99746,45658
0.997467,45677
0.997474,45696
0.99748,45715
0.997487,45734
0.997493,45753
0.9975,45772.1
0.997506,45791.1
0.997513,45810.1
0.997519,45829.1
0.997526,45848.1
0.997532,45867.1
0.997539,45886.1
0.997545,45905.2
0.997552,45924.2
0.997558,45943.2
0.997564,45962.2
0.997571,45981.2
0.997577,46000.2
0.997584,46019.3
0.99759,46038.3
0.997596,46057.3
0.997602,46076.3
0.997609,46095.3
0.997615,46114.3
0.997621,46133.3
0.997627,46152.4
0.997634,46171.4
0.99764,46190.4
0.997646,46209.4
0.997652,46228.4
0.997658,46247.4
0.997665,46266.5
0.997671,46285.5
0.997677,46304.5
0.997683,46323.5
0.997689,46342.5
0.997695,46361.5
0.997701,46380.6
0.997707,46399.6
0.997713,46418.6
0.997719,46437.6
0.997725,46456.6
0.997731,46475.6
0.997737,46494.6
0.997743,46513.7
0.997749,46532.7
0.997755,46551.7
0.997761,46570.7
0.997767,46589.7
0.997773,46608.7
0.997779,46627.8
0.997785,46646.8
0.99779,46665.8
0.997796,46684.8
0.997802,46703.8
0.997808,46722.8
0.997814,46741.8
0.99782,46760.9
0.997825,46779.9
0.997831,46798.9
0.997837,46817.9
0.997842,46836.9
0.997848,46855.9
0.997854,46875
0.99786,46894
0.997865,46913
0.997871,46932
0.997877,46951
0.997882,46970
0.997888,46989.1
0.997893,47008.1
0.997899,47027.1
0.997905,47046.1
0.99791,47065.1
0.997916,47084.1
0.997921,47103.1
0.997927,47122.2
0.997932,47141.2
0.997938,47160.2
0.997943,47179.2
0.997949,47198.2
0.997954,47217.2
0.99796,47236.3
0.997965,47255.3
0.99797,47274.3
0.997976,47293.3
0.997981,47312.3
0.997987,47331.3
0.997992,47350.3
0.997997,47369.4
0.998003,47388.4
0.998008,47407.4
0.998013,47426.4
0.998019,47445.4
0.998024,47464.4
0.998029,47483.5
0.998034,47502.5
0.99804,47521.5
0.998045,47540.5
0.99805,47559.5
0.998055,47578.5
0.998061,47597.6
0.998066,47616.6
0.998071,47635.6
0.998076,47654.6
0.998081,47673.6
0.998086,47692.6
0.998092,47711.6
0.998097,47730.7
0.998102,47749.7
0.998107,47768.7
0.998112,47787.7
0.998117,47806.7
0.998122,47825.7
0.998127,47844.8
0.998132,47863.8
0.998137,47882.8
0.998142,47901.8
0.998147,47920.8
0.998152,47939.8
0.998157,47958.8
0.998162,47977.9
0.998167,47996.9
0.998172,48015.9
0.998177,48034.9
0.998182,48053.9
0.998187,48072.9
0.998191,48092
0.998196,48111
0.998201,48130
0.998206,48149
0.998211,48168
0.998216,48187
0.99822,48206.1
0.998225,48225.1
0.99823,48244.1
0.998235,48263.1
0.99824,48282.1
0.998244,48301.1
0.998249,48320.1
0.998254,48339.2
0.998258,48358.2
0.998263,48377.2
0.998268,48396.2
0.998273,48415.2
0.998277,48434.2
0.998282,48453.3
0.998287,48472.3
0.998291,48491.3
0.998296,48510.3
0.9983,48529.3
0.998305,48548.3
0.99831,48567.3
0.998314,48586.4
0.998319,48605.4
0.998323,48624.4
0.998328,48643.4
0.998332,48662.4
0.998337,48681.4
0.998341,48700.5
0.998346,48719.5
0.99835,48738.5
0.998355,48757.5
0.998359,48776.5
0.998364,48795.5
0.998368,48814.6
0.998373,48833.6
0.998377,48852.6
0.998381,48871.6
0.998386,48890.6
0.99839,48909.6
0.998395,48928.6
0.998399,48947.7
0.998403,48966.7
0.998408,48985.7
0.998412,49004.7
0.998416,49023.7
0.998421,49042.7
0.998425,49061.8
0.998429,49080.8
0.998434,49099.8
0.998438,49118.8
0.998442,49137.8
0.998446,49156.8
0.998451,49175.8
0.998455,49194.9
0.998459,49213.9
0.998463,49232.9
0.998467,49251.9
0.998472,49270.9
0.998476,49289.9
0.99848,49309
0.998484,49328
0.998488,49347
0.998492,49366
0.998497,49385
0.998501,49404
0.998505,49423.1
0.998509,49442.1
0.998513,49461.1
0.998517,49480.1
0.998521,49499.1
0.998525,49518.1
0.998529,49537.1
0.998533,49556.2
0.998537,49575.2
0.998541,49594.2
0.998545,49613.2
0.998549,49632.2
0.998553,49651.2
0.998557,49670.3
0.998561,49689.3
0.998565,49708.3
0.998569,49727.3
0.998573,49746.3
0.998577,49765.3
0.998581,49784.3
0.998585,49803.4
0.998589,49822.4
0.998592,49841.4
0.998596,49860.4
0.9986,49879.4
0.998604,49898.4
0.998608,49917.5
0.998612,49936.5
0.998616,49955.5
0.998619,49974.5
0.998623,49993.5
0.998627,50012.5
0.998631,50031.6
0.998635,50050.6
0.998638,50069.6
0.998642,50088.6
0.998646,50107.6
0.99865,50126.6
0.998653,50145.6
0.998657,50164.7
0.998661,50183.7
0.998664,50202.7
0.998668,50221.7
0.998672,50240.7
0.998675,50259.7
0.998679,50278.8
0.998683,50297.8
0.998686,50316.8
0.99869,50335.8
0.998694,50354.8
0.998697,50373.8
0.998701,50392.8
0.998705,50411.9
0.998708,50430.9
0.998712,50449.9
0.998715,50468.9
0.998719,50487.9
0.998722,50506.9
0.998726,50526
0.998729,50545
0.998733,50564
0.998737,50583
0.99874,50602
0.998744,50621
0.998747,50640.1
0.998751,50659.1
0.998754,50678.1
0.998757,50697.1
0.998761,50716.1
0.998764,50735.1
0.998768,50754.1
0.998771,50773.2
0.998775,50792.2
0.998778,50811.2
0.998781,50830.2
0.998785,50849.2
0.998788,50868.2
0.998792,50887.3
0.998795,50906.3
0.998798,50925.3
0.998802,50944.3
0.998805,50963.3
0.998808,50982.3
0.998812,51001.3
0.998815,51020.4
0.998818,51039.4
0.998822,51058.4
0.998825,51077.4
0.998828,51096.4
0.998831,51115.4
0.998835,51134.5
0.998838,51153.5
0.998841,51172.5
0.998845,51191.5
0.998848,51210.5
0.998851,51229.5
0.998854,51248.6
0.998857,51267.6
0.998861,51286.6
0.998864,51305.6
0.998867,51324.6
0.99887,51343.6
0.998873,51362.6
0.998876,51381.7
0.99888,51400.7
0.998883,51419.7
0.998886,51438.7
0.998889,51457.7
0.998892,51476.7
0.998895,51495.8
0.998898,51514.8
0.998901,51533.8
0.998905,51552.8
0.998908,51571.8
0.998911,51590.8
0.998914,51609.8
0.998917,51628.9
0.99892,51647.9
0.998923,51666.9
0.998926,51685.9
0.998929,51704.9
0.998932,51723.9
0.998935,51743
0.998938,51762
0.998941,51781
0.998944,51800
0.998947,51819
0.99895,51838
0.998953,51857.1
0.998956,51876.1
0.998959,51895.1
0.998962,51914.1
0.998965,51933.1
0.998968,51952.1
0.99897,51971.1
0.998973,51990.2
0.998976,52009.2
0.998979,52028.2
0.998982,52047.2
0.998985,52066.2
0.998988,52085.2
0.998991,52104.3
0.998994,52123.3
0.998996,52142.3
0.998999,52161.3
0.999002,52180.3
0.999005,52199.3
0.999008,52218.3
0.99901,52237.4
0.999013,52256.4
0.999016,52275.4
0.999019,52294.4
0.999022,52313.4
0.999024,52332.4
0.999027,52351.5
0.99903,52370.5
0.999033,52389.5
0.999035,52408.5
0.999038,52427.5
0.999041,52446.5
0.999044,52465.6
0.999046,52484.6
0.999049,52503.6
0.999052,52522.6
0.999054,52541.6
0.999057,52560.6
0.99906,52579.6
0.999062,52598.7
0.999065,52617.7
0.999068,52636.7
0.99907,52655.7
0.999073,52674.7
0.999076,52693.7
0.999078,52712.8
0.999081,52731.8
0.999084,52750.8
0.999086,52769.8
0.999089,52788.8
0.999091,52807.8
0.999094,52826.8
0.999097,52845.9
0.999099,52864.9
0.999102,52883.9
0.999104,52902.9
0.999107,52921.9
0.999109,52940.9
0.999112,52960
0.999115,52979
0.999117,52998
0.99912,53017
0.999122,53036
0.999125,53055
0.999127,53074.1
0.99913,53093.1
0.999132,53112.1
0.999135,53131.1
0.999137,53150.1
0.99914,53169.1
0.999142,53188.1
0.999144,53207.2
0.999147,53226.2
0.999149,53245.2
0.999152,53264.2
0.999154,53283.2
0.999157,53302.2
0.999159,53321.3
0.999161,53340.3
0.999164,53359.3
0.999166,53378.3
0.999169,53397.3
0.999171,53416.3
0.999173,53435.3
0.999176,53454.4
0.999178,53473.4
0.999181,53492.4
0.999183,53511.4
0.999185,53530.4
0.999188,53549.4
0.99919,53568.5
0.999192,53587.5
0.999195,53606.5
0.999197,53625.5
0.999199,53644.5
0.999202,53663.5
0.999204,53682.6
0.999206,53701.6
0.999208,53720.6
0.999211,53739.6
0.999213,53758.6
0.999215,53777.6
0.999218,53796.6
0.99922,53815.7
0.999222,53834.7
0.999224,53853.7
0.999227,53872.7
0.999229,53891.7
0.999231,53910.7
0.999233,53929.8
0.999235,53948.8
0.999238,53967.8
0.99924,53986.8
0.999242,54005.8
0.999244,54024.8
0.999246,54043.8
0.999249,54062.9
0.999251,54081.9
0.999253,54100.9
0.999255,54119.9
0.999257,54138.9
0.999259,54157.9
0.999261,54177
0.999264,54196
0.999266,54215
0.999268,54234
0.99927,54253
0.999272,54272
0.999274,54291.1
0.999276,54310.1
0.999278,54329.1
0.999281,54348.1
0.999283,54367.1
0.999285,54386.1
0.999287,54405.1
0.999289,54424.2
0.999291,54443.2
0.999293,54462.2
0.999295,54481.2
0.999297,54500.2
0.999299,54519.2
0.999301,54538.3
0.999303,54557.3
0.999305,54576.3
0.999307,54595.3
0.999309,54614.3
0.999311,54633.3
0.999313,54652.3
0.999315,54671.4
0.999317,54690.4
0.999319,54709.4
0.999321,54728.4
0.999323,54747.4
0.999325,54766.4
0.999327,54785.5
0.999329,54804.5
0.999331,54823.5
0.999333,54842.5
0.999335,54861.5
0.999337,54880.5
0.999339,54899.6
0.999341,54918.6
0.999343,54937.6
0.999345,54956.6
0.999347,54975.6
0.999348,54994.6
0.99935,55013.6
0.999352,55032.7
0.999354,55051.7
0.999356,55070.7
0.999358,55089.7
0.99936,55108.7
0.999362,55127.7
0.999364,55146.8
0.999365,55165.8
0.999367,55184.8
0.999369,55203.8
0.999371,55222.8
0.999373,55241.8
0.999375,55260.8
0.999376,55279.9
0.999378,55298.9
0.99938,55317.9
0.999382,55336.9
0.999384,55355.9
0.999386,55374.9
0.999387,55394
0.999389,55413
0.999391,55432
0.999393,55451
0.999395,55470
0.999396,55489
0.999398,55508.1
0.9994,55527.1
0.999402,55546.1
0.999403,55565.1
0.999405,55584.1
0.999407,55603.1
0.999409,55622.1
0.99941,55641.2
0.999412,55660.2
0.999414,55679.2
0.999416,55698.2
0.999417,55717.2
0.999419,55736.2
0.999421,55755.3
0.999422,55774.3
0.999424,55793.3
0.999426,55812.3
0.999427,55831.3
0.999429,55850.3
0.999431,55869.3
0.999433,55888.4
0.999434,55907.4
0.999436,55926.4
0.999438,55945.4
0.999439,55964.4
0.999441,55983.4
0.999443,56002.5
0.999444,56021.5
0.999446,56040.5
0.999447,56059.5
0.999449,56078.5
0.999451,56097.5
0.999452,56116.6
0.999454,56135.6
0.999456,56154.6
0.999457,56173.6
0.999459,56192.6
0.99946,56211.6
0.999462,56230.6
0.999464,56249.7
0.999465,56268.7
0.999467,56287.7
0.999468,56306.7
0.99947,56325.7
0.999471,56344.7
0.999473,56363.8
0.999475,56382.8
0.999476,56401.8
0.999478,56420.8
0.999479,56439.8
0.999481,56458.8
0.999482,56477.8
0.999484,56496.9
0.999485,56515.9
0.999487,56534.9
0.999488,56553.9
0.99949,56572.9
0.999491,56591.9
0.999493,56611
0.999494,56630
0.999496,56649
0.999497,56668
0.999499,56687
0.9995,56706
0.999502,56725.1
0.999503,56744.1
0.999505,56763.1
0.999506,56782.1
0.999508,56801.1
0.999509,56820.1
0.999511,56839.1
0.999512,56858.2
0.999514,56877.2
0.999515,56896.2
0.999517,56915.2
0.999518,56934.2
0.999519,56953.2
0.999521,56972.3
0.999522,56991.3
0.999524,57010.3
0.999525,57029.3
0.999527,57048.3
0.999528,57067.3
0.999529,57086.3
0.999531,57105.4
0.999532,57124.4
0.999534,57143.4
0.999535,57162.4
0.999536,57181.4
0.999538,57200.4
0.999539,57219.5
0.999541,57238.5
0.999542,57257.5
0.999543,57276.5
0.999545,57295.5
0.999546,57314.5
0.999547,57333.6
0.999549,57352.6
0.99955,57371.6
0.999551,57390.6
0.999553,57409.6
0.999554,57428.6
0.999555,57447.6
0.999557,57466.7
0.999558,57485.7
0.999559,57504.7
0.999561,57523.7
0.999562,57542.7
0.999563,57561.7
0.999565,57580.8
0.999566,57599.8
0.999567,57618.8
0.999569,57637.8
0.99957,57656.8
0.999571,57675.8
0.999572,57694.8
0.999574,57713.9
0.999575,57732.9
0.999576,57751.9
0.999578,57770.9
0.999579,57789.9
0.99958,57808.9
0.999581,57828
0.999583,57847
0.999584,57866
0.999585,57885
0.999586,57904
0.999588,57923
0.999589,57942.1
0.99959,57961.1
0.999591,57980.1
0.999593,57999.1
0.999594,58018.1
0.999595,58037.1
0.999596,58056.1
0.999597,58075.2
0.999599,58094.2
0.9996,58113.2
0.999601,58132.2
0.999602,58151.2
0.999603,58170.2
0.999605,58189.3
0.999606,58208.3
0.999607,58227.3
0.999608,58246.3
0.999609,58265.3
0.999611,58284.3
0.999612,58303.3
0.999613,58322.4
0.999614,58341.4
0.999615,58360.4
0.999616,58379.4
0.999618,58398.4
0.999619,58417.4
0.99962,58436.5
0.999621,58455.5
0.999622,58474.5
0.999623,58493.5
0.999624,58512.5
0.999626,58531.5
0.999627,58550.6
0.999628,58569.6
0.999629,58588.6
0.99963,58607.6
0.999631,58626.6
0.999632,58645.6
0.999633,58664.6
0.999635,58683.7
0.999636,58702.7
0.999637,58721.7
0.999638,58740.7
0.999639,58759.7
0.99964,58778.7
0.999641,58797.8
0.999642,58816.8
0.999643,58835.8
0.999644,58854.8
0.999645,58873.8
0.999646,58892.8
0.999648,58911.8
0.999649,58930.9
0.99965,58949.9
0.999651,58968.9
0.999652,58987.9
0.999653,59006.9
0.999654,59025.9
0.999655,59045
0.999656,59064
0.999657,59083
0.999658,59102
0.999659,59121
0.99966,59140
0.999661,59159.1
0.999662,59178.1
0.999663,59197.1
0.999664,59216.1
0.999665,59235.1
0.999666,59254.1
0.999667,59273.1
0.999668,59292.2
0.999669,59311.2
0.99967,59330.2
0.999671,59349.2
0.999672,59368.2
0.999673,59387.2
0.999674,59406.3
0.999675,59425.3
0.999676,59444.3
0.999677,59463.3
0.999678,59482.3
0.999679,59501.3
0.99968,59520.3
0.999681,59539.4
0.999682,59558.4
0.999683,59577.4
0.999684,59596.4
0.999685,59615.4
0.999686,59634.4
0.999687,59653.5
0.999688,59672.5
0.999689,59691.5
0.99969,59710.5
0.999691,59729.5
0.999692,59748.5
0.999693,59767.6
0.999694,59786.6
0.999695,59805.6
0.999696,59824.6
0.999696,59843.6
0.999697,59862.6
0.999698,59881.6
0.999699,59900.7
0.9997,59919.7
0.999701,59938.7
0.999702,59957.7
0.999703,59976.7
0.999704,59995.7
0.999705,60014.8
0.999706,60033.8
0.999707,60052.8
0.999707,60071.8
0.999708,60090.8
0.999709,60109.8
0.99971,60128.8
0.999711,60147.9
0.999712,60166.9
0.999713,60185.9
0.999714,60204.9
0.999714,60223.9
0.999715,60242.9
0.999716,60262
0.999717,60281
0.999718,60300
0.999719,60319
0.99972,60338
0.999721,60357
0.999721,60376.1
0.999722,60395.1
0.999723,60414.1
0.999724,60433.1
0.999725,60452.1
0.999726,60471.1
0.999726,60490.1
0.999727,60509.2
0.999728,60528.2
0.999729,60547.2
0.99973,60566.2
0.999731,60585.2
0.999731,60604.2
0.999732,60623.3
0.999733,60642.3
0.999734,60661.3
0.999735,60680.3
0.999736,60699.3
0.999736,60718.3
0.999737,60737.3
0.999738,60756.4
0.999739,60775.4
0.99974,60794.4
0.99974,60813.4
0.999741,60832.4
0.999742,60851.4
0.999743,60870.5
0.999744,60889.5
0.999744,60908.5
0.999745,60927.5
0.999746,60946.5
0.999747,60965.5
0.999748,60984.6
0.999748,61003.6
0.999749,61022.6
0.99975,61041.6
0.999751,61060.6
0.999751,61079.6
0.999752,61098.6
0.999753,61117.7
0.999754,61136.7
0.999754,61155.7
0.999755,61174.7
0.999756,61193.7
0.999757,61212.7
0.999757,61231.8
0.999758,61250.8
0.999759,61269.8
0.99976,61288.8
0.99976,61307.8
0.999761,61326.8
0.999762,61345.8
0.999763,61364.9
0.999763,61383.9
0.999764,61402.9
0.999765,61421.9
0.999766,61440.9
0.999766,61459.9
0.999767,61479
0.999768,61498
0.999768,61517
0.999769,61536
0.99977,61555
0.999771,61574
0.999771,61593.1
0.999772,61612.1
0.999773,61631.1
0.999773,61650.1
0.999774,61669.1
0.999775,61688.1
0.999775,61707.1
0.999776,61726.2
0.999777,61745.2
0.999777,61764.2
0.999778,61783.2
0.999779,61802.2
0.99978,61821.2
0.99978,61840.3
0.999781,61859.3
0.999782,61878.3
0.999782,61897.3
0.999783,61916.3
0.999784,61935.3
0.999784,61954.3
0.999785,61973.4
0.999786,61992.4
0.999786,62011.4
0.999787,62030.4
0.999788,62049.4
0.999788,62068.4
0.999789,62087.5
0.99979,62106.5
0.99979,62125.5
0.999791,62144.5
0.999792,62163.5
0.999792,62182.5
0.999793,62201.6
0.999793,62220.6
0.999794,62239.6
0.999795,62258.6
0.999795,62277.6
0.999796,62296.6
0.999797,62315.6
0.999797,62334.7
0.999798,62353.7
0.999798,62372.7
0.999799,62391.7
0.9998,62410.7
0.9998,62429.7
0.999801,62448.8
0.999802,62467.8
0.999802,62486.8
0.999803,62505.8
0.999803,62524.8
0.999804,62543.8
0.999805,62562.8
0.999805,62581.9
0.999806,62600.9
0.999806,62619.9
0.999807,62638.9
0.999808,62657.9
0.999808,62676.9
0.999809,62696
0.999809,62715
0.99981,62734
0.999811,62753
0.999811,62772
0.999812,62791
0.999812,62810.1
0.999813,62829.1
0.999813,62848.1
0.999814,62867.1
0.999815,62886.1
0.999815,62905.1
0.999816,62924.1
0.999816,62943.2
0.999817,62962.2
0.999818,62981.2
0.999818,63000.2
0.999819,63019.2
0.999819,63038.2
0.99982,63057.3
0.99982,63076.3
0.999821,63095.3
0.999821,63114.3
0.999822,63133.3
0.999823,63152.3
0.999823,63171.3
0.999824,63190.4
0.999824,63209.4
0.999825,63228.4
0.999825,63247.4
0.999826,63266.4
0.999826,63285.4
0.999827,63304.5
0.999827,63323.5
0.999828,63342.5
0.999829,63361.5
0.999829,63380.5
0.99983,63399.5
0.99983,63418.6
0.999831,63437.6
0.999831,63456.6
0.999832,63475.6
0.999832,63494.6
0.999833,63513.6
0.999833,63532.6
0.999834,63551.7
0.999834,63570.7
0.999835,63589.7
0.999835,63608.7
0.999836,63627.7
0.999836,63646.7
0.999837,63665.8
0.999837,63684.8
0.999838,63703.8
0.999838,63722.8
0.999839,63741.8
0.999839,63760.8
0.99984,63779.8
0.99984,63798.9
0.999841,63817.9
0.999841,63836.9
0.999842,63855.9
0.999842,63874.9
0.999843,63893.9
0.999843,63913
0.999844,63932
0.999844,63951
0.999845,63970
0.999845,63989
0.999846,64008
0.999846,64027.1
0.999847,64046.1
0.999847,64065.1
0.999848,64084.1
0.999848,64103.1
0.999849,64122.1
0.999849,64141.1
0.999849,64160.2
0.99985,64179.2
0.99985,64198.2
0.999851,64217.2
0.999851,64236.2
0.999852,64255.2
0.999852,64274.3
0.999853,64293.3
0.999853,64312.3
0.999854,64331.3
0.999854,64350.3
0.999855,64369.3
0.999855,64388.3
0.999855,64407.4
0.999856,64426.4
0.999856,64445.4
0.999857,64464.4
0.999857,64483.4
0.999858,64502.4
0.999858,64521.5
0.999859,64540.5
0.999859,64559.5
0.999859,64578.5
0.99986,64597.5
0.99986,64616.5
0.999861,64635.6
0.999861,64654.6
0.999862,64673.6
0.999862,64692.6
0.999862,64711.6
0.999863,64730.6
0.999863,64749.6
0.999864,64768.7
0.999864,64787.7
0.999865,64806.7
0.999865,64825.7
0.999865,64844.7
0.999866,64863.7
0.999866,64882.8
0.999867,64901.8
0.999867,64920.8
0.999868,64939.8
0.999868,64958.8
0.999868,64977.8
0.999869,64996.8
0.999869,65015.9
0.99987,65034.9
0.99987,65053.9
0.99987,65072.9
0.999871,65091.9
0.999871,65110.9
0.999872,65130
0.999872,65149
0.999872,65168
0.999873,65187
0.999873,65206
0.999874,65225
0.999874,65244.1
0.999874,65263.1
0.999875,65282.1
0.999875,65301.1
0.999876,65320.1
0.999876,65339.1
0.999876,65358.1
0.999877,65377.2
0.999877,65396.2
0.999877,65415.2
0.999878,65434.2
0.999878,65453.2
0.999879,65472.2
0.999879,65491.3
0.999879,65510.3
0.99988,65529.3
0.99988,65548.3
0.99988,65567.3
0.999881,65586.3
0.999881,65605.4
0.999882,65624.4
0.999882,65643.4
0.999882,65662.4
0.999883,65681.4
0.999883,65700.4
0.999883,65719.4
0.999884,65738.5
0.999884,65757.5
0.999884,65776.5
0.999885,65795.5
0.999885,65814.5
0.999885,65833.5
0.999886,65852.6
0.999886,65871.6
0.999887,65890.6
0.999887,65909.6
0.999887,65928.6
0.999888,65947.6
0.999888,65966.6
0.999888,65985.7
0.999889,66004.7
0.999889,66023.7
0.999889,66042.7
0.99989,66061.7
0.99989,66080.7
0.99989,66099.8
0.999891,66118.8
0.999891,66137.8
0.999891,66156.8
0.999892,66175.8
0.999892,66194.8
0.999892,66213.9
0.999893,66232.9
0.999893,66251.9
0.999893,66270.9
0.999894,66289.9
0.999894,66308.9
0.999894,66327.9
0.999895,66347
0.999895,66366
0.999895,66385
0.999896,66404
0.999896,66423
0.999896,66442
0.999897,66461.1
0.999897,66480.1
0.999897,66499.1
0.999898,66518.1
0.999898,66537.1
0.999898,66556.1
0.999899,66575.1
0.999899,66594.2
0.999899,66613.2
0.9999,66632.2
0.9999,66651.2
0.9999,66670.2
0.9999,66689.2
0.999901,66708.3
0.999901,66727.3
0.999901,66746.3
0.999902,66765.3
0.999902,66784.3
0.999902,66803.3
0.999903,66822.4
0.999903,66841.4
0.999903,66860.4
0.999903,66879.4
0.999904,66898.4
0.999904,66917.4
0.999904,66936.4
0.999905,66955.5
0.999905,66974.5
0.999905,66993.5
0.999906,67012.5
0.999906,67031.5
0.999906,67050.5
0.999906,67069.6
0.999907,67088.6
0.999907,67107.6
0.999907,67126.6
0.999907,67145.6
0.999908,67164.6
0.999908,67183.6
0.999908,67202.7
0.999909,67221.7
0.999909,67240.7
0.999909,67259.7
0.99991,67278.7
0.99991,67297.7
0.99991,67316.8
0.99991,67335.8
0.999911,67354.8
0.999911,67373.8
0.999911,67392.8
0.999911,67411.8
0.999912,67430.9
0.999912,67449.9
0.999912,67468.9
0.999913,67487.9
0.999913,67506.9
0.999913,67525.9
0.999913,67544.9
0.999914,67564
0.999914,67583
0.999914,67602
0.999914,67621
0.999915,67640
0.999915,67659
0.999915,67678.1
0.999915,67697.1
0.999916,67716.1
0.999916,67735.1
0.999916,67754.1
0.999916,67773.1
0.999917,67792.1
0.999917,67811.2
0.999917,67830.2
0.999917,67849.2
0.999918,67868.2
0.999918,67887.2
0.999918,67906.2
0.999918,67925.3
0.999919,67944.3
0.999919,67963.3
0.999919,67982.3
0.999919,68001.3
